gene,group,Bin,Bucket,Lump,Quality
TESC,Pericyte,Pericyte,Pericyte,Stromal,
LPL,Pericyte,Pericyte,Pericyte,Stromal,
TMEM74B,Pericyte,Pericyte,Pericyte,Stromal,
FMO3,Pericyte,Pericyte,Pericyte,Stromal,
KIAA0040,Pericyte,Pericyte,Pericyte,Stromal,
ANOS1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
CSRP2,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
CHRM2,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
AC012651.1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
CTGF,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
VWA1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
COLEC12,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
CAPN3,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
RGMB,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
FAM43A,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
MEIS3,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
FHL3,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
P4HA3,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
PART1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
ZNF503,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
RDH11,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
ROGDI,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
LBR,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
HOXC5,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
HEBP2,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
HEPH,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
HTR2B,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
CROCC,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
ASB2,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
HSPB7,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
GLIPR1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
GLIPR2,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
ENC1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
BCAP29,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
C14orf132,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
ADRB3,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
CCND1,SMC (PART1/CAPN3+),SMC,SMC,Stromal,
C5orf30,SMC (PLPP2+),SMC,SMC,Stromal,
ENAH,SMC (PLPP2+),SMC,SMC,Stromal,
RIMS1,SMC (PLPP2+),SMC,SMC,Stromal,
HACD1,SMC (PLPP2+),SMC,SMC,Stromal,
SLMAP,SMC (PLPP2+),SMC,SMC,Stromal,
SYNPO2,SMC (PLPP2+),SMC,SMC,Stromal,
WIF1,SMC (PLPP2+),SMC,SMC,Stromal,
PNMA1,SMC (PLPP2+),SMC,SMC,Stromal,
MTCL1,SMC (PLPP2+),SMC,SMC,Stromal,
MDH1,SMC (PLPP2+),SMC,SMC,Stromal,
MYLK,SMC (PLPP2+),SMC,SMC,Stromal,
ACTC1,SMC (PLPP2+),SMC,SMC,Stromal,
P2RY1,SMC (PLPP2+),SMC,SMC,Stromal,
PPP1CB,SMC (PLPP2+),SMC,SMC,Stromal,
MYH11,SMC (PLPP2+),SMC,SMC,Stromal,
MYL9,SMC (PLPP2+),SMC,SMC,Stromal,
MSRB3,SMC (PLPP2+),SMC,SMC,Stromal,
PPP1R12B,SMC (PLPP2+),SMC,SMC,Stromal,
RFLNB,SMC (PLPP2+),SMC,SMC,Stromal,
ACTG2,SMC (PLPP2+),SMC,SMC,Stromal,
KCND3,SMC (PLPP2+),SMC,SMC,Stromal,
NCAM1,SMC (PLPP2+),SMC,SMC,Stromal,
NRXN3,SMC (PLPP2+),SMC,SMC,Stromal,
GREM2,SMC (PLPP2+),SMC,SMC,Stromal,
RAB3C,SMC (PLPP2+),SMC,SMC,Stromal,
GRB14,SMC (PLPP2+),SMC,SMC,Stromal,
TPM1,SMC (PLPP2+),SMC,SMC,Stromal,
KCNMB1,SMC (PLPP2+),SMC,SMC,Stromal,
EGLN3,SMC (PLPP2+),SMC,SMC,Stromal,
KCNIP4,SMC (PLPP2+),SMC,SMC,Stromal,
PPP1R1A,SMC (PLPP2+),SMC,SMC,Stromal,
CNN1,SMC (PLPP2+),SMC,SMC,Stromal,
AL355338.1,SMC (PLPP2+),SMC,SMC,Stromal,
STK38L,SMC (PLPP2+),SMC,SMC,Stromal,
TSPAN2,SMC (PLPP2+),SMC,SMC,Stromal,
DES,SMC (PLPP2+),SMC,SMC,Stromal,
FILIP1,SMC (PLPP2+),SMC,SMC,Stromal,
CPXM2,SMC (PLPP2+),SMC,SMC,Stromal,
KRT17,SMC (PLPP2+),SMC,SMC,Stromal,
GPR183,SMC (PLPP2+),SMC,SMC,Stromal,
PTP4A1,SMC (PLPP2+),SMC,SMC,Stromal,
CKB,SMC (PLPP2+),SMC,SMC,Stromal,
TNMD,SMC (PLPP2+),SMC,SMC,Stromal,
TES,SMC (PLPP2+),SMC,SMC,Stromal,
SBSPON,SMC (PLPP2+),SMC,SMC,Stromal,
MAPRE1,SMC (PLPP2+),SMC,SMC,Stromal,
SERTAD4,SMC (PLPP2+),SMC,SMC,Stromal,
FBXO32,SMC (PLPP2+),SMC,SMC,Stromal,
TMEM189,SMC (PLPP2+),SMC,SMC,Stromal,
SLC8A1,SMC (PLPP2+),SMC,SMC,Stromal,
ADAM28,Stromal 1 (ADAMDEC1+),Stromal 1,Stromal,Stromal,
CCL11,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CCL8,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
ADAMDEC1,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CCL13,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
SFTA1P,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
A2M,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
STMN2,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
ABCA8,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CLEC14A,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
ZFP36L2,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
GGT5,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
ACP5,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
SCT,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CYGB,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
COL15A1,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
OMG,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
ANGPTL1,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
PTGER2,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CRYBG3,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
SELENOP,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CD302,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
QSOX1,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
APOE,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
HAPLN1,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
DKK3,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
WNT4,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
ELANE,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CLEC2B,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
FAM198B,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
PLTP,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CHL1,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
PDK4,Stromal 1 (CCL11+),Stromal 1,Stromal,Stromal,
CH25H,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
MMP11,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
CDH13,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
PLK2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
LINC01116,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
TCF4,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
MTUS1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
CPM,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
APELA,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
CCDC68,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
NDNF,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
COL6A1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
MOXD1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
INSC,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
ANGPT1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
OPCML,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
BMP4,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
BMP7,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
SPX,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
COL4A5,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
LRP4,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
LRRC49,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
YIPF1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
OAF,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
VSTM2A,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
HS6ST1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
RGS10,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
FIP1L1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
KCTD9,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
CASR,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
KLRC2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
COL4A6,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
LANCL2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
AC024610.2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
MGLL,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
CIB2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
KREMEN1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
C22orf31,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
NRG1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
NSG1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
SPON2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
GLT8D2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
EDNRB,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
HSD17B2,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
DLL1,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
GPSM3,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
AKAP7,Stromal 2 (CH25H+),Stromal 2,Stromal,Stromal,
NPY,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
F3,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
BMP5,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
CXCL14,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
ENPP2,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
FRZB,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
PTPRE,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
HOTAIRM1,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
NELL1,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
PCSK6,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
ITGA8,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
CD1D,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
ANGPTL6,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
MATN3,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
F2R,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
OTULINL,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
TBX3,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
PDGFD,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
SEMA4D,Stromal 2 (NPY+),Stromal 2,Stromal,Stromal,
COL1A1,Stromal 3 (C7+),Stromal 3,Stromal,Stromal,
RCN3,Stromal 3 (C7+),Stromal 3,Stromal,Stromal,
PEG10,Stromal 3 (C7+),Stromal 3,Stromal,Stromal,
KCNN3,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
JAM2,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
LRRC3B,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
FREM1,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
PBX3,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
SCUBE2,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
GPAT3,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
CNN3,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
KRT25,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
ATP1B1,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
LPIN2,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
CLEC1A,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
SSFA2,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
GUCY1A1,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
NRK,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
HPSE,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
EDN1,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
CNTNAP4,Stromal 3 (KCNN3+),Stromal 3,Stromal,Stromal,
MMP1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
MMP3,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CHI3L1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
FAM20C,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CTHRC1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
COL7A1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
WNT5A,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
STAT1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
PRELID1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
RAB31,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
STEAP2,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CEMIP,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
IL11,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
IL24,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
RGS3,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
IL7R,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
OAZ1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CXCL8,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
IL32,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
GLIS3,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
SAA1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CSF3,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CXCL5,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
VAMP5,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
POLR2L,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
SNX10,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
PTHLH,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
PHLDA1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
FAM20A,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TCIM,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
SLC16A3,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
GUK1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TWIST1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TNFRSF11B,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
SQOR,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CTSB,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CXCL3,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TMEM158,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
CHI3L2,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
NINJ1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
WTAP,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TMEM132A,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TNC,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
SPHK1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
EVA1B,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
C19orf53,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
AC020916.1,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
SELENOM,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
PKIG,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
C1orf122,Stromal 4 (MMP1+),Stromal 4,Stromal,Stromal,
TNFSF13B,T reticular,Fibroblast,Stromal,Lymphoid,
GREM1,T reticular,Fibroblast,Stromal,Lymphoid,
PTGDS,T reticular,Fibroblast,Stromal,Lymphoid,
HLA-DRB5,T reticular,Fibroblast,Stromal,Lymphoid,
FAM216B,T reticular,Fibroblast,Stromal,Lymphoid,
CCL21,T reticular,Fibroblast,Stromal,Lymphoid,
MFAP5,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CLEC3B,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
IGFBP6,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
FBN1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
SFRP2,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
SCARA5,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
FBLN1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
TGFBR3,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
S100A4,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ABLIM1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
SEMA3E,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PIGT,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
VAT1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CFD,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CADM3,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ZNF385A,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
FBLN2,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ADAMTSL4,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
GPNMB,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
APP,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
TIMP2,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
KLF4,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PLAC9,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ITM2A,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ECM1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PI16,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
UGDH,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CD34,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
COL14A1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PAMR1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
LEPR,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CREB5,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
GALNT15,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CPQ,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ABL1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
OMD,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
LSP1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
APBB1IP,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
KRT24,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PSAP,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CYP4B1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
GAS7,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
ABI3BP,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
OSR2,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PCOLCE2,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PXN,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
P2RX2,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
CD248,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
METRNL,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
PID1,Transitional Stromal 3 (C3+),Transitional Stromal,Stromal,Stromal,
OLFML2B,angiogenic pericyte,Pericyte,Pericyte,Stromal,
PELO,angiogenic pericyte,Pericyte,Pericyte,Stromal,
ENPEP,angiogenic pericyte,Pericyte,Pericyte,Stromal,
GNAI1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
EGFL6,angiogenic pericyte,Pericyte,Pericyte,Stromal,
C1orf198,angiogenic pericyte,Pericyte,Pericyte,Stromal,
ABCC8,angiogenic pericyte,Pericyte,Pericyte,Stromal,
LASP1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
SYTL2,angiogenic pericyte,Pericyte,Pericyte,Stromal,
KCNJ8,angiogenic pericyte,Pericyte,Pericyte,Stromal,
FAM162B,angiogenic pericyte,Pericyte,Pericyte,Stromal,
COL4A1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
DLC1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
GUCY1A2,angiogenic pericyte,Pericyte,Pericyte,Stromal,
SEMA5B,angiogenic pericyte,Pericyte,Pericyte,Stromal,
KHDRBS3,angiogenic pericyte,Pericyte,Pericyte,Stromal,
RAP2A,angiogenic pericyte,Pericyte,Pericyte,Stromal,
COL25A1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
COL4A2,angiogenic pericyte,Pericyte,Pericyte,Stromal,
AC018647.1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
7-Sep,angiogenic pericyte,Pericyte,Pericyte,Stromal,
INPP4B,angiogenic pericyte,Pericyte,Pericyte,Stromal,
TRPC6,angiogenic pericyte,Pericyte,Pericyte,Stromal,
TEX41,angiogenic pericyte,Pericyte,Pericyte,Stromal,
ACAN,angiogenic pericyte,Pericyte,Pericyte,Stromal,
LINC00989,angiogenic pericyte,Pericyte,Pericyte,Stromal,
LMCD1,angiogenic pericyte,Pericyte,Pericyte,Stromal,
MAPT,angiogenic pericyte,Pericyte,Pericyte,Stromal,
SH2D3C,angiogenic pericyte,Pericyte,Pericyte,Stromal,
HMGB2,cycling stromal,Cycling Stromal,Stromal,Stromal,
TUBA1B,cycling stromal,Cycling Stromal,Stromal,Stromal,
TOP2A,cycling stromal,Cycling Stromal,Stromal,Stromal,
NUSAP1,cycling stromal,Cycling Stromal,Stromal,Stromal,
TYMS,cycling stromal,Cycling Stromal,Stromal,Stromal,
UBE2C,cycling stromal,Cycling Stromal,Stromal,Stromal,
CDK1,cycling stromal,Cycling Stromal,Stromal,Stromal,
SMC4,cycling stromal,Cycling Stromal,Stromal,Stromal,
H2AFZ,cycling stromal,Cycling Stromal,Stromal,Stromal,
PCLAF,cycling stromal,Cycling Stromal,Stromal,Stromal,
H2AFX,cycling stromal,Cycling Stromal,Stromal,Stromal,
UBE2T,cycling stromal,Cycling Stromal,Stromal,Stromal,
CKS1B,cycling stromal,Cycling Stromal,Stromal,Stromal,
PTTG1,cycling stromal,Cycling Stromal,Stromal,Stromal,
MAD2L1,cycling stromal,Cycling Stromal,Stromal,Stromal,
ZWINT,cycling stromal,Cycling Stromal,Stromal,Stromal,
CKS2,cycling stromal,Cycling Stromal,Stromal,Stromal,
MKI67,cycling stromal,Cycling Stromal,Stromal,Stromal,
CENPF,cycling stromal,Cycling Stromal,Stromal,Stromal,
BIRC5,cycling stromal,Cycling Stromal,Stromal,Stromal,
H2AFV,cycling stromal,Cycling Stromal,Stromal,Stromal,
HIST1H4C,cycling stromal,Cycling Stromal,Stromal,Stromal,
TPX2,cycling stromal,Cycling Stromal,Stromal,Stromal,
HMGN2,cycling stromal,Cycling Stromal,Stromal,Stromal,
CCNA2,cycling stromal,Cycling Stromal,Stromal,Stromal,
KIFC1,cycling stromal,Cycling Stromal,Stromal,Stromal,
NUCKS1,cycling stromal,Cycling Stromal,Stromal,Stromal,
CDKN3,cycling stromal,Cycling Stromal,Stromal,Stromal,
SMC2,cycling stromal,Cycling Stromal,Stromal,Stromal,
ARL6IP1,cycling stromal,Cycling Stromal,Stromal,Stromal,
PIMREG,cycling stromal,Cycling Stromal,Stromal,Stromal,
CENPK,cycling stromal,Cycling Stromal,Stromal,Stromal,
CENPE,cycling stromal,Cycling Stromal,Stromal,Stromal,
AURKB,cycling stromal,Cycling Stromal,Stromal,Stromal,
DEK,cycling stromal,Cycling Stromal,Stromal,Stromal,
DUT,cycling stromal,Cycling Stromal,Stromal,Stromal,
HMGB1,cycling stromal,Cycling Stromal,Stromal,Stromal,
KIF20B,cycling stromal,Cycling Stromal,Stromal,Stromal,
DTYMK,cycling stromal,Cycling Stromal,Stromal,Stromal,
PBK,cycling stromal,Cycling Stromal,Stromal,Stromal,
CDC20,cycling stromal,Cycling Stromal,Stromal,Stromal,
BUB3,cycling stromal,Cycling Stromal,Stromal,Stromal,
TMSB15A,cycling stromal,Cycling Stromal,Stromal,Stromal,
CDCA3,cycling stromal,Cycling Stromal,Stromal,Stromal,
PCNA,cycling stromal,Cycling Stromal,Stromal,Stromal,
GTSE1,cycling stromal,Cycling Stromal,Stromal,Stromal,
